,product_description,category,id
4396,genuine whiskey barrel staves bourbon whiskey barrels direct kentucky genuine bourbon barrel staves sale kentucky usa measurements width middle stave slightly vary staves cm quot long differ thickness cm cm lay flat bow middle staves unique markings vary genuine bourbon barrel staves come straight used barrel dirty sold condition dismantled straight barrel strong ready used made something good per stave,DIY Tools & Materials / Wood & Timber,b3378588-313b-4c95-87c5-17f902b6fae1
4397,black tools uk brand lte pro hp key start new upgraded model pro shredder wood chipper good choice commercial operations larger properties robust construction solid appearance makes chipper choice powerful loncin hp cc petrol motor gives complete independence power grid shredder used remote locations engine equipped recoil starter key starter equipped high rotary ejection chute discharge chippings directly onto trailer feed branches maximum diameter cm feed hopper gte hp feeds material shredder formidable power rotating blades rotate heavy barrel run counter blade barrel blades also turned used second time giving extra life blades throw distance set ejector making easy control filling trailer bags mulchwood chips black gte hp comes tow bar chipper towed ease remote location tow bar removed solid stand makes easy use comes storage gt hp shredder maintenancefriendly parts blades counter blades etc easy get easy steps remove whole hopper order gain better access wear parts bearings also equipped grease nipples please note machine road legal safety chain fitted technicalspecifications recoil start key start loncin engine hp cc four strokes kw oil approx litre power petrol engine standard unleaded chipper capacity cbmhour cbmhour wood diameter diametermm permitted wood width mm chipper blade twin reversible blades tire overall height mm overall length mm width mm weight kgs kgs roller max rpm gte hp black chipper delivered wooden crate allow approx hour final assembly assembly straight forward need approx liter engine oil engine recommend multigrade oil classification w w assembly instructions instruction manual included also offer full assembly service chipper come ready use add oil fuel please give us call require service year warranty uk service center woodchipper collected appointment assemble wood chipper additional cost service includes engine oil testing machine collected hedgend industrial estate birchington ctnb kent,DIY Tools & Materials / Garden Power Tools / Garden Shredders,b95219e3-831e-4c9a-9051-cf2a6dd5ebe1
4398,new garden oruning shears new garden pruning shears posted ron garden hand tools secateurs pruners redcar february,DIY Tools & Materials / Garden Hand Tools / Secateurs & Pruners,c8fea26c-36ff-4304-91b3-c136dadc07af
4399,sale new treated redwood decking mm x mm available perfect garden decking project high quality please feel free contact us quote also full range x x timber joists please check areas postcodes deliver tocbdednhdhuhxleln lulsmkngnnpessgwf free local delivery skegness close surrounding area please check listings youre need timber supply c c timber treated untreated sleepers fence posts featheredge scaffold boards plywood osb mdf lots,DIY Tools & Materials / Wood & Timber,cb76f6d4-8f9d-41df-84a9-39760c08d40d
4400,fence slats x x x x x x x x delivery available starting glasgow areaplease note deliveries glasgow use courier service contact office prices due covid working minimum staff ask inquiries emailed get back soon possible please email call office let us know emailed ensure core staff team get inquires,DIY Tools & Materials / Wood & Timber,5291fbaa-f7ea-4669-bb15-c8b2a164a07f
4401,square meters punch face yorkshire stone backed mm accept near offer,DIY Tools & Materials / Building Materials / Other Building Materials,c7f1c645-2cc1-4940-9ae6-f1a9e7db83e1
4404,tg weatherboard shed cladding mm x mm available inmtr length mtr lengthmtr length manufactured highquality scandinavian whitewood delivery collection available message call location details,DIY Tools & Materials / Wood & Timber,d9d76495-1793-4548-8070-bdfa82b4a4dc
4405,x fake makita lxt batteries neither seem charge anymore still power alot may useful someone repair,DIY Tools & Materials / Power Tools / Other Power Tools,90132622-bd8b-4e2b-b76d-2b4680fbcc52
4406,make offer tyvek firecurb posted john building materials building materials clarkston january,DIY Tools & Materials / Building Materials / Other Building Materials,9cfb5684-9819-4f2e-baed-07c85e4f2e94
4407,lightweight furniture board brand new mm mm mm mm x mm x mm lightweight furniture board various finishes grey walnut driftwood oak canvas ash chestnut old scaffold board decadent extremely light weight designed camper van conversions furniture used race vans caravans barges man caves etc though used anything collection fenton sot call gary deliver local cover cost,DIY Tools & Materials / Building Materials / Sheet Materials,91a4d774-3c86-4814-80ba-cb991556ab53
4408,chainsaw used one job bit heavy jobs needed super condition cuts well cover basic toolsif still live still available,DIY Tools & Materials / Garden Power Tools / Chainsaws,fd985392-0c5c-4ee0-a781-dd0891962f41
4415,removable arms locks onto normal seat secure fit heavy duty moulded plastic high,"DIY Tools & Materials / Bathroom Fixtures / Toilets, Toilet Seats & Bidets / Toilets",ed0b626d-c5cb-4bad-8bbc-869afe4ee3e4
4416,makita v lxt dga grinder spares repair motor spin doesnt seem powerful sure whats wrong might brush related possibly brush related think tool quite old,DIY Tools & Materials / Power Tools / Other Power Tools,aced53af-d4d4-4f97-9c44-4c82768ee00c
4417,electric hedge trimmer qualcast hedgemaster plus watts model hp comes cable ideal light user small garden shrubs,DIY Tools & Materials / Garden Power Tools / Hedge Trimmers,3188379e-d23c-43d7-a88e-98c1039e9886
4421,glazed oak veneer door x offers welcome must uplifted excellent condition,DIY Tools & Materials / Doors & Windows,2e6dd30d-fac1-4b52-b844-73eefd606054
4422,x l farrow ball estate emulsion ball green litres total unopened gorgeous silvery greeni used previous house hall bedroom dining room bought tins last year redecorating new house changed mind decided stronger color time unopened stored securely indoors since purchase fb website muted green tribute richard ball paint pioneer first founded company dorset england john farrow old distemper colour sober established feel fresh cooking apple green magical quality appearing almost silver candlelight great use dining rooms estate emulsion signature matt finish sheen tins total litres pls note one tin slightly different label color photo actual tin provided show color pictures show actual tins photos stock fb images show color new cost per litre tin price per tin discounts multiple purchase tin tins tins th tin rust lid one available reduced price tins pickup omagh ni dungannon tuesdays arrangement belfastpostage arrangement onlythese heavy send tins combined weight kgs parcelforce,DIY Tools & Materials / Building Materials / Other Building Materials,5924efa9-a97b-4fcc-a17c-f07347072755
4426,worcester kw combi boiler brand new box removed take pictures comes time clock fittings required installing offers,DIY Tools & Materials / Plumbing & Central Heating,dedc48b0-3e3b-4e5f-a923-48bf0e77f282
4427,black decker hedge trimmer watt mm blade model sg comes lengthy cable ideal small garden occassional use gardener someone shrubs needing trimmed twice year,DIY Tools & Materials / Garden Power Tools / Hedge Trimmers,0cd508c6-f241-4a2f-b547-a5cd72cb65fd
4428,aluminium double extension ladder comprising rounds per section ladder reach mtrs ladders located errol sale keen price need offers thanks,DIY Tools & Materials / Ladders & Handtrucks,a4f11120-15e9-40af-9e60-e11a4c0dd04c
4429,brand new redwing safety boots side zips offshore compliant theyve never worn small size label better uk cost around,DIY Tools & Materials / Protective Clothing & Workwear,aa990a9e-706b-448a-ae0f-8ffa8849d764
4430,brand new packed boxcollection olton b,DIY Tools & Materials / Plumbing & Central Heating,a08de36f-f34a-4b76-97d8-dcfa8662eaf4
4431,new doors repair services available free esteimate give us call tel,DIY Tools & Materials / Doors & Windows,e4fa7f70-3221-49e4-af62-ff8f197cd1de
4432,w electric telescopic hedge trimmerused longer needed moved house hedges user manual included telescopic pole extends mm mm position adjustable head mm blade dual action cutting fitted metre long power cable weight kg whether need cut hard reach top hedge trim sides powerful watt telescopic hedge trimmer bmc telescopic pole extends mm impressive mm head adjusted positions push button giving control precision hedge trimmer mm blade mighty watt motor gives plenty power versatility edge trimmers head may easily adjusted angled allow trim tops high hedge cleanly efficiently fitted metre long power cable technical specifications voltage v power watt blade length mm branch cutting capacity mm cutting action dual action rotating rear handle weight kg collection preferred however post additional royal mail standard delivery,DIY Tools & Materials / Garden Power Tools / Hedge Trimmers,59236845-a965-4533-90d3-ea6a166bb5a9
4433,new bbbb birch throughout plywood mm x mm x mm mm x mm x mm mm x mm x mm mm x mm x mm mm x mm x mm mm x mm x mm furniture cabinetry grade pure quality structural perfectly flat nice faces graded bbbb latvian top quality used anything also stock x mm mm mm mm thicknesses collection fenton sotcan deliver local cover costcall gary,DIY Tools & Materials / Building Materials / Sheet Materials,14f26173-fd7e-48c4-889f-84632da6c38e
4434,sink pedestal sale bought bathroom refurb changed mind style never used still boxes basin pedestal sale tap waste,DIY Tools & Materials / Bathroom Fixtures / Sinks & Basins,fc7dd5ad-5ed4-402c-831b-33920fbc3b96
4435,two pine doors mm mm approx good condition door,DIY Tools & Materials / Doors & Windows,636b9fd2-de6f-4e63-8926-7108619b60b7
4436,plaster silicon anyone interested good job proud call thanks,DIY Tools & Materials / Building Materials / Plaster & Plasterboard,f9e4fc1c-175a-4046-bd31-1821f46e6445
4437,carpenterbuilder handyman im skilled provides services engendered hard wood flooring laminatelinocarpet tiles fitting lockshingesdoors handles fixing repair doors replacement flat pack furniture assembly dismantling blindspolescurtain rail fitting tv mounting size kind wall hanging pictures mirrors shelves fixing sockets switches light bulbs changing stair gatebarriershand rails installation bathroom accessories installations tap repairs installations toilet repairs installations home general repairs installations many servicesjust asksolomon quotation contact anytime send job pictures whatsapp imessage please give best price possiblemany thanks solomon,DIY Tools & Materials / Doors & Windows,9dc54576-9219-4ffb-9327-7b85c7d724ba
4442,second hand fans vents ready go good working order ideal growers lot,DIY Tools & Materials / Building Materials / Roofing & Ventilation,02c2e95c-ef33-4967-9d10-849009db3da7
4443,hi different size wine boxes sale perfect condition nails stickers ontheyre perfect kind application storage space diy projects solutionslarge medium small size available reusereducerecyclepick welcome nw london dollis hillprice negotiable,DIY Tools & Materials / Wood & Timber,bf97c29e-6145-4739-a893-a2155e14fb4e
4460,ex display unit unused new sealey laser wheel alignment gaugemodel ga optical system uses low radiation laser beam indicate toein toeout single leg configuration reversible contact probes allow onramp use works practically cars light commercials rim diameters mm mmpowered x aa batteries includes operating instructionswheel rim capacities rim diametermeasuring range deglaser beam heightunder mmlaserclass ii milliwat wavelength nmbattery x type aa voltsestimated battery life months dependent useswitchmomentary operator pressure power depressed,DIY Tools & Materials / Hand Tools / Other Hand Tools,731ef556-1369-4f58-914c-edab9cbc2ed3
4461,used upvc door xreduced price delivery available used upvc door posted fiona diy tools materials doors windows sheffield february,DIY Tools & Materials / Doors & Windows,7e29c28e-a6c4-4bda-8b81-afd673072675
4462,taylor maxwell waterhouse red multi brick sale overordered housing development x x mm paid vat per thousand make reasonable offer collection styal wilmslownear manchester airport,"DIY Tools & Materials / Building Materials / Bricks, Blocks & Lintels",7b29783e-5d9e-406f-b7d8-0eb2d96fabb5
4463,free brand new glass shower panel aluminium bracket x x collect beverstone road brixton london needs clean,DIY Tools & Materials / Bathroom Fixtures / Shower Fixtures / Shower Enclosures,2043bacb-cb66-4399-bd80-97e5f88a7485
4464,lintel timber frame building long overordered required new condition shame throw away,"DIY Tools & Materials / Building Materials / Bricks, Blocks & Lintels",e2aafe42-4f29-409b-8b97-1435e84044c5
4465,suitable gardenweed controlbuilding footings mtrs roll polythene posted tommy building materials building materials erdington february,DIY Tools & Materials / Building Materials / Other Building Materials,61034dec-2c8a-4382-8732-2261a9ba5bae
4468,french doors dad bought used doors frame go shepherds hut making ended big needs primer frame one key inch wide inch high,DIY Tools & Materials / Doors & Windows,2e149305-9414-4898-96fd-eea072983b6d
4469,acro props good working condition closed lengthselling together project finished longer required,DIY Tools & Materials / Building Materials / Other Building Materials,cb37ad98-1843-4540-a2fb-4d3ec120bd28
4470,used composite fire door xall hardware included delivery available,DIY Tools & Materials / Doors & Windows,9ee722ca-a27f-4212-8927-39129f6d8e70
4471,x white mm double glazed recently glass changedsliding mechanism working good condition collection,DIY Tools & Materials / Doors & Windows,dc5d42ed-2032-4834-a166-2b81efd9ee94
4472,vaillant system boiler used working good condition including vessel connectionscollection,DIY Tools & Materials / Plumbing & Central Heating,90c7d000-228f-47c9-ad32-1593784cb1a6
4473,project boxes available selling box tile size xreally good times look good excellent value type property,DIY Tools & Materials / Building Materials / Ceramic Tiles,72a8c4df-578f-4fc3-a99f-c88f9591c1d6
4474,mira sport used working good conditionkw multi inlet point collection,DIY Tools & Materials / Bathroom Fixtures / Shower Fixtures / Electric Showers,681b9e28-dad8-45a1-98d4-523bccdb63c0
4475,anthracite grey inside brand new still cardboard wrapa rated please see pics specs price collection possible delivery additional charges apply,DIY Tools & Materials / Doors & Windows,55ec4c11-3773-4a40-bb8b-4678a456de90
4480,glass chrome corner shelf bathroomshower room mm radius mm thk toughened glass comes fixing screws,DIY Tools & Materials / Bathroom Fixtures / Shower Fixtures / Shower Enclosures,2dabf94d-4727-47e9-8bc8-cf1d60906ca3
4486,high quality low maintenance composite decking cladding salecan deliver moray around,DIY Tools & Materials / Wood & Timber,57199db3-10cb-498e-95f3-7540c056424c
4487,new galvanised box profile roof sheetsmm x mm eachwe also stock sizes ridgescollection plumley moor road knutsford wa tu info please contact us thanks,DIY Tools & Materials / Building Materials / Roofing & Ventilation,78e4b3c9-00d6-4e6c-97e1-745371423547
4488,approx roof tiles used good condition sell individually together,DIY Tools & Materials / Building Materials / Other Building Materials,d74784cf-13f9-429b-a96c-563998a555a1
4489,selling membrane plugs cost permagard plugs ordered much,DIY Tools & Materials / Hand Tools / Other Hand Tools,60ef57dc-01df-49e9-a14f-7f76e087a2c4
4490,bosch gws angle grinder good conditioncompact lightweight powerful watt motor rpmdisc diameter inches mmweight kgcomes original box manual spanner,DIY Tools & Materials / Power Tools / Grinders,31fab2f7-88b0-48f6-825f-892e95ac2f1a
4498,terracotta tiles approximately batches ad still still availablehave stored outside need cleanedthere may cracked broken appear finebuyer collect loadlocated ballygowan price ad put something inbest offer secures,DIY Tools & Materials / Building Materials / Ceramic Tiles,dcfecdef-4bf3-4ff0-bdc0-66c687c50385
4503,small folding metal step ladderrusty workscollection chandlers fordplease see adverts,DIY Tools & Materials / Ladders & Handtrucks,1612032e-3ad0-4667-bafc-95019c130bff
4504,pvc door good condition removed set keys measures ft wide ft height,DIY Tools & Materials / Doors & Windows,433e0e76-f6a5-4854-b530-59fccb034638
4505,used tool vault exterior hasp staple fitted new locks fitted required longer required longmm highmm wide,DIY Tools & Materials / Hand Tools / Other Hand Tools,41825586-7575-42d6-a756-3523dff14234
4506,bosch li plus professional cordless impact drill driver volt x amp hour battery battery charger bosch assortment screw head accessorie pack comes brand new blue bosch carry case great professional drill round use home work,DIY Tools & Materials / Power Tools / Drills,22403a84-aaa1-4ba4-afe0-c07c8aa615e8
4507,description twin led lights tripod volt never used luminaries light extendable,DIY Tools & Materials / Hand Tools / Other Hand Tools,b9aab70f-8805-48a6-9891-560cd0bebb2a
4508,reducedsuperb quality stelrad vita deco k double radiator surplus recent heating refit high output btu mm x mm brackets supplied packaging valves included currently stored garagemain pics shows identical one fitted actual cost scuffs corner storage garage see last pic hence priceeasily touched offers thanks collection framlingham ip rh,DIY Tools & Materials / Plumbing & Central Heating,e88bf252-83ef-439f-be17-0e18fa886077
4509,originally bought victoria plumb sizes pictures includes pair period radiator valves worth total retail price negotiable collection north cornelly south wales thanks looking,DIY Tools & Materials / Bathroom Fixtures / Towel Radiators,6a601c19-8b83-4264-9dc8-fae54a1dea1f
4510,x timber boards long cut fit car needed boards total cut half boards feet high top enough x high fence deck per per made gazebo used boards walls roof also make erect rustic gazebo x picture inc solid wood roof bitumen sheet overlay ultra protection x solid x sides chunky x pillars cheers folks,DIY Tools & Materials / Wood & Timber,6b8d4a22-6e89-4ec5-97e4-916d354691e2
4511,cream mdf kitchen doorsused x cm x cm x cm x cm x cm x cm,DIY Tools & Materials / Doors & Windows,e622e27b-3ab7-47b8-8047-db1d5e49ac88
4512,small drawer basket handy bathroom bedroom used mark around bottom drawer top would needs save space see ads,DIY Tools & Materials / Bathroom Fixtures / Sinks & Basins,c3ad64cd-9810-41ac-9654-1732464d497a
4513,self propelled petrol cylinder lawnmower inch mm cut model spps uses standard unleaded petrol,DIY Tools & Materials / Garden Power Tools / Lawn Mowers,52c7c7ff-7612-475f-a00f-558b317787a8
4514,two club hammers different sizes good condition collection offers considered item,DIY Tools & Materials / Hand Tools / Other Hand Tools,fe94c487-a65e-4dd8-ac1a-09bcddc05edc
4515,x metal cutting disc x stone cutting disc x metal grinding disc pack never opened mm diameter packs available,DIY Tools & Materials / Power Tools / Grinders,9c8bc531-8840-4b9e-8b68-4178a60ba668
4516,russell hobbs brand new grinders suitable sale pepper dried herbs spices adjustable fine coarse grinding,DIY Tools & Materials / Power Tools / Grinders,2f18123f-567b-440f-91f5-45c4c867ee1d
4517,brand new box lony cm white metal brackets per box brand newtwo boxes brackets availablecollection wintontalbot woods area bournemouth bh,DIY Tools & Materials / Hand Tools / Hand Tool Sets & Kits,43bb02eb-1b9d-4b24-9a1e-6185b53a78cf
4518,different types fluke test probes good condition collection offers considered set,DIY Tools & Materials / Building Materials / Other Building Materials,574a61b9-f3c9-49aa-93de-97311744770b
4519,heavy duty block tackle pulley hoist,DIY Tools & Materials / Hand Tools / Other Hand Tools,6c625a52-47f4-4988-a27d-07ede8b3c147
4520,bathroom fitters years experience bathrooms donetiling joinery plumbing heating wet wallelectrical,DIY Tools & Materials / Bathroom Fixtures / Bathroom Suites,3a7c40cf-7de0-47ee-9f26-7c0dc6d3f4af
4526,new heras fencing panels new feet new clips arrange delivery depending many please ring information thanks,DIY Tools & Materials / Building Materials / Other Building Materials,ad2c6ad2-e698-4fcd-bf70-90258ecdba06
4527,sale pvc door posted jan diy tools materials doors windows ormeau road february,DIY Tools & Materials / Doors & Windows,08917dba-12e6-4908-a6a2-1e14a07e78d0
4528,open offers silvergrey wall tile cm x cm black metro wall tile cm x cm excellent condition odd numbers left overs longer required,DIY Tools & Materials / Bathroom Fixtures / Tiles,6df87212-0b0e-4a91-a453-142f3e59dc10
4529,two inch adjustable wrench good condition collection offers considered,DIY Tools & Materials / Hand Tools / Other Hand Tools,0e413635-ea8e-41c4-9bb1-9d3e6bc5ffd3
4530,new smart ply sterling board new mm x mm x mm mm mm brand new quality made stamped comply building regulations structural conditioned ideal flat roofs floors walls etc could used anything deliver local cover cost call gary,DIY Tools & Materials / Building Materials / Sheet Materials,2a2994a6-5979-4424-bbe6-2bdb73da0a01
4531,masterplug rcd plug new good condition collection offers considered,DIY Tools & Materials / Building Materials / Other Building Materials,5f13fcc3-57dd-4d59-9081-e6c4210a6d5a
4532,brown pvc window x good condition clear glass shut perfectly windows size size windows pictures window pictures window view,DIY Tools & Materials / Doors & Windows,545b3f0e-b23c-4cea-8c7d-d477669df785
4542,brand new belfast sink belfast sink posted sam bathroom fixtures sinks basins long melford january,DIY Tools & Materials / Bathroom Fixtures / Sinks & Basins,15ff18ab-bffd-4024-887b-932c3573ff5f
4543,x wickes interior paint pots l various colours interior walls ceilings matte needed tins brownie mocha parma violet turquoise crystal enchantment,DIY Tools & Materials / Building Materials / Other Building Materials,3200f3fd-ffa0-48e9-ad4d-f9c28cb9f695
4544,selection electrical tape different colours sizes good condition collection offers considered pence roll,DIY Tools & Materials / Building Materials / Other Building Materials,ea68a146-e328-4017-94ba-2d08eb4ede91
4545,dewalt mitre saw dw v good condition saw include stand buyer collect,DIY Tools & Materials / Hand Tools / Other Hand Tools,26f6a99f-0f94-4a0d-83f9-c6392a298b91
4550,used years immaculate condition worked well get consistently strong wifi signal ground floor room nd floor,DIY Tools & Materials / Power Tools / Routers,01b5cefe-6c5c-47b6-ac25-aaa73756b2a7
4551,vice minus handle garage find still looks newishcollection weston southampton soqq,DIY Tools & Materials / Hand Tools / Other Hand Tools,e98cc58b-3d78-4e9e-a65d-d5c38f2ac83e
4552,makita drill macpak box insert v combi drill fit inside macpac box drill driver v twin set drill impact driver volt great condition fit macpaks,DIY Tools & Materials / Power Tools / Drills,ca68a4f5-11c6-4bc2-be35-b7a235f5e6bd
4553,v dewalt jigsaw good condition dewalt jigsaw posted jamie power tools power tools westgateonsea january,DIY Tools & Materials / Power Tools / Other Power Tools,ca882b33-73f8-4d2f-9110-5e97ced716fe
4554,assorted mostly pre soldered copper plumbing fittings ideal plumber diy enthusiast,DIY Tools & Materials / Plumbing & Central Heating,4b3728ec-ad38-4302-8bb8-55aedc7bfc14
4555,bought tiles never used good shape still boxed still available topps tiles longer need,DIY Tools & Materials / Bathroom Fixtures / Tiles,1534bec6-cb3b-4160-b427-161078edac5a
4556,pvc window good condition top opener shuts perfect size window pictures window pictures window view exactly take,DIY Tools & Materials / Doors & Windows,ec30897b-7dd8-434b-b70d-9a48838b0999
4557,electric board perfect green house garage need plug face,DIY Tools & Materials / Building Materials / Other Building Materials,5ba26d45-0ab3-4267-80a0-5a3165cc8e72
4558,corded electric fully working flymo lawnmower turbo lite used condition slight scratches,DIY Tools & Materials / Garden Power Tools / Lawn Mowers,cf765add-785e-4b0a-9972-767c038566ab
4585,scaffolding company sale canning townscaffolding tube feet per footft tube ft tubeft tubeft tubeft tubeft tubeft tubeft tubeft tubeft tubescaffolding boards per footft boards ft boards ft boardsft boardsft boardsft boardsft boardspackingfittings doubles clips swivels sleeves baseplates butterflyclips propswivels oysterclipsstair treadsties beamsladder beams ftft ladders sheetsx ft containers ft office electric hoisttheir items available including lorry sold separately buyer arrives sale yardapproximately boardsoffers welcomesam,DIY Tools & Materials / Wood & Timber,0524cd0f-27d4-412e-b36d-2352acc87efd
4586,grade hardwood reclaimed sleepers please ring information thanks,DIY Tools & Materials / Wood & Timber,6b8756f5-e789-41b7-a562-475b32c738d7
4587,vermont grey shades popular design homeowners looking traditional bevelled design contemporary door style grey glass bevels sandblasted glass accentuate door mouldings whilst clear lines provide extra detailingdoor specsframe size width x heightvermont sash styleslimline tresholdreinforced cillrehau framehardware colour polished chromecill colour whiteanthracite grey externalwhite internalgrey shades glassdoor backing glass sandstonecoupling mm add leftopen inhinged leftleverlever handleletterplate polished chrome,DIY Tools & Materials / Doors & Windows,209ffc38-52a5-45bb-8cc7-487b2bfe004d
4588,baxi ecogen boiler model number combined heat power boilerincorporates stirling engine kva output microgen electric generatorcurrently showing one fault switch could repaired suitable parts stirling engine standalone microgenerationoriginal cost ten years ago worked well fault developed would rather someone get use dispose itthe item heavy would need man lift collection complete including flue manual controlsfree collector,DIY Tools & Materials / Plumbing & Central Heating,75bd593a-37d4-4bae-ac4f-3cb28410d6d1
4589,old pair cable shears good condition collection offers considered,DIY Tools & Materials / Hand Tools / Other Hand Tools,840299a5-4071-41f2-8d1f-7067b34de1f1
4590,want change colour house call thanks,DIY Tools & Materials / Building Materials / Plaster & Plasterboard,502bb042-7a19-417d-a868-8405e1d5f255
4599,x cm per tile total good condition,DIY Tools & Materials / Building Materials / Other Building Materials,04d9e252-7986-45a9-97b8-3944a4294b41
4600,timber jeldwen double glazed timber prepainted white windows still wrapper size x must pick,DIY Tools & Materials / Doors & Windows,23db1997-329d-4355-a883-81707af3bc38
4601,glass doors salemm xmm ever usedone still wrappingdoor wrapping door unwrapped,DIY Tools & Materials / Doors & Windows,d9d7bd17-27d5-4a70-ac3b-db9d33d7e608
4602,used hayter harrier pro rear roller autodrive mower good working order ready new season grass cutting used good good ever starts well whether hot cold easily managed maneuverable comes complete grass collector performs would expect hayter one best market buy new would region grand,DIY Tools & Materials / Garden Power Tools / Lawn Mowers,47bd680e-2478-4a17-969b-b8986c6c55c2
4603,x pipe wrenches see pics must go hence cheap pricecollection weston southampton soqq lot,DIY Tools & Materials / Plumbing & Central Heating,4e309c5d-3c01-43fd-b382-e4977ac78468
4604,plastic toolbox would need use padlock toolbar zip castors collect le pd delivery local leicester,DIY Tools & Materials / Tool Storage & Workbenches,54aced81-79d0-41f3-994b-038c93a876ed
4609,x metal cutting disc x stone cutting disc x metal grinding disc pack never opened mm diameter,DIY Tools & Materials / Power Tools / Grinders,c820bc60-9d8b-4976-8a9e-cfe27eb3d02c
4616,hello paslode im lithiume nd fix sale nailer new never used nailer one battery one charger allen key manual safety glasess service oil carry case thanx looking,DIY Tools & Materials / Power Tools / Nailers & Staplers,d816cd3e-0910-4937-9fad-bc96c2af590f
4617,sale halfords tonne hydraulic garage jack used twice,DIY Tools & Materials / Hand Tools / Other Hand Tools,3e51e5b4-3bca-4cef-9e27-2c756cecd130
4618,pvc front door side panel seen pictures excellent used condition keys x lock working perfectly size inclusive seal comes new seal hight little bit taller lovely design lets plenty light size pictures door pictures door view,DIY Tools & Materials / Doors & Windows,5fd4de3b-3423-4945-ba9f-385f70ffcfe6
4619,blue point empty case sale collection longwell green blue point empty case sale posted mark diy tools materials tool storage workbenches longwell green december,DIY Tools & Materials / Tool Storage & Workbenches,5ba33530-90d1-4f33-8683-9ba9aaf94e5f
4620,brand new box ordered part larger order changed minds taps brand new mcalpine clicker waste trap still box great quality tap victorian plumbingtap waste,DIY Tools & Materials / Bathroom Fixtures / Bathroom Taps & Mixers,ff230cde-417b-4f78-91c9-f75773d1e86f
4621,window handles upvc windows suitable gwp didcot properties brand new protective tape still supplied keys screws screw covers pair discount multiplesplease text gumtree message interested collect didcot ox hq local delivery possible,DIY Tools & Materials / Doors & Windows,6e134abd-9285-4a0f-8f98-ff437665adca
4628,stablia levels good condition magnetic mm long,DIY Tools & Materials / Hand Tools / Other Hand Tools,67e340e6-bfea-45c6-983f-6c238349d2a1
4633,pegler visio hole bath mixer pegler bought lockdown decided want shower rather bath bought pegler via intermediary refund pegler offer year warranty products installed original paperwork etc still box paid brand new unused see photos clean pet smoke free home deliver local,DIY Tools & Materials / Bathroom Fixtures / Bathroom Taps & Mixers,ef2443ad-44b5-432c-a462-da49825414c7
4634,reclaimed railway sleepersapprox x x mm collection plumley moor road plumley knutsford wa tu details please contact us thanks,DIY Tools & Materials / Wood & Timber,9c1bf984-1d5e-49f2-93f0-3538f25a6f55
4635,early morning delivery scaffold boards added product range last summer scaffold boards proven popular excellent addition range scaffold boardssize x x banded bspack size boards price per board pack purchase vat orders collected bt yb delivery priced inquiry also supply smaller order amounts priced inquiry call office pm monday friday pm saturday scaffoldplanks scaffolders scaffolding scaffoldingservices newbuildhome extensions,DIY Tools & Materials / Wood & Timber,ed81322a-c1c0-4068-b9fd-cd75f76e7304
4636,spit gun sale working order ono comes case nails bullets,DIY Tools & Materials / Power Tools / Nailers & Staplers,758e4f53-f5ad-47f7-9a6e-383b4ff4d94d
4637,x packm zinc cup square hexagon bolt full nut carriage,DIY Tools & Materials / Screws & Fixings,2166420d-6014-45a1-bb99-b96899561385
4640,makita dct v drill case batteries charger dads comes drill bits well working collection witham oos,DIY Tools & Materials / Power Tools / Drills,e8f7f804-139e-4e58-8d33-5b8bcd7ba476
4641,selling due longer needing anymore good round condition work chainsaw cuts upto branches ovno,DIY Tools & Materials / Garden Power Tools / Chainsaws,c2e322fa-4d1c-40b9-afa9-0abee860006c
4642,upvc double glazed window top opening window high wide sold seencollection thorpe st andrew,DIY Tools & Materials / Doors & Windows,fb62095f-ee97-4d79-aef1-a8cb27459637
4643,mikita drill two batterys great condition used much like new first see buy,DIY Tools & Materials / Hand Tools / Other Hand Tools,098eaf12-0214-49d2-8272-465cf7e1f650
4644,white radiator dimensions x x cm excellent working order marks finish used painted keen sell asap please get touch questions ideally collection sunday feb,DIY Tools & Materials / Plumbing & Central Heating,641940eb-9294-4e06-b7c1-cf9392662953
4645,v kva transformer used good working order seen working x amp x amp socket please see pics unit condition collection ol area chadderton,DIY Tools & Materials / Power Tools / Other Power Tools,e329a577-6e94-4da5-b8c2-a3b40b28bf53
4646,double glazed windows side opening windowswith key mahogany colour inside cm wide x cm high removed next week rdth march see situ two,DIY Tools & Materials / Doors & Windows,89ba0cf2-3b84-45c3-8150-d69ea441618c
4647,set wide x highother set wide x highboth sets great condition set,DIY Tools & Materials / Doors & Windows,b8a12798-eb69-4274-aea2-881f0d1129b5
4648,brand new box k power control pressure washer sale swap iphone pro,DIY Tools & Materials / Garden Power Tools / Pressure Washers,bebd1bc1-0118-40c8-b910-9bbb4c30ec56
4649,packsbrand new still original packaging mm angledselling half price,DIY Tools & Materials / Plumbing & Central Heating,377452ad-e4fb-47e4-9b69-994bed75f608
4650,tool chest draws small large ones lockable top keys need gone taking much room empty sale ono collection,DIY Tools & Materials / Tool Storage & Workbenches,cd60b15a-7c10-434d-9108-f35dc0c4ebb0
4651,dewalt dc nail gun great purchase adaptor use newer style batteries bare tool recently new motor fitted fully serviced per sticker box comes half boxes nails box well,DIY Tools & Materials / Power Tools / Nailers & Staplers,e6cdabad-0f79-4c03-b90c-490080e4cd43
4652,marley old english dark red roofing tiles pallet sale collection cheam sm,DIY Tools & Materials / Building Materials / Ceramic Tiles,27272112-2563-4088-ae88-1028bf560884
