,label,category,image_name,image_array
6244,music_films_books_games,7,bc15ef99-fdab-4776-98a8-511e02f80783,[0. 0. 0. ... 0. 0. 0.]
6245,music_films_books_games,7,f5a88e8d-c1bc-489a-9886-4c7921c699d7,[0.36862746 0.28627452 0.49019608 ... 0.43137255 0.5137255  0.        ]
6246,video_games_consoles,10,30209220-713b-4fa5-a372-037e6d3092a3,[0.         0.         0.         ... 0.01568628 0.01568628 0.01568628]
6247,health_beauty,4,c012c641-0f31-4da7-9bc9-c95941af2865,[0.02745098 0.01176471 0.         ... 0.         0.00784314 0.00784314]
6248,appliances,5,ab79cd27-bc0b-4a72-b8e1-6655478a9117,[0. 0. 0. ... 0. 0. 0.]
6249,music_films_books_games,7,38b6ddf6-2182-4cdf-ad56-fcbbf341ba36,[0. 0. 0. ... 0. 0. 0.]
6250,clothes_footwear_accessories,9,35ac06c3-7823-4eb7-99d5-65a1a63d9f9a,[0. 0. 0. ... 0. 0. 0.]
6251,health_beauty,4,59e02572-6442-454c-a727-80d9b0061fe9,[0.         0.6313726  0.8862745  ... 0.45882353 0.4        0.        ]
6252,video_games_consoles,10,0b9b32a5-cc3c-42ac-a01c-d8c5387ef109,[0.00392157 0.         0.         ... 0.         0.         0.        ]
6253,office_furniture_equipment,2,355845c3-18c0-4afc-8a54-b3db7239301e,[0. 0. 0. ... 0. 0. 0.]
6254,office_furniture_equipment,2,ebad4efa-0973-4338-adde-9e3c614a1762,[0. 0. 0. ... 0. 0. 0.]
6255,phones_mobile_phones_telecoms,12,56f35957-1f0a-456f-9238-399b70fedb75,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
6256,sports_leisure_travel,0,0bce7399-a432-4d93-a73d-2414520dfb03,[0. 0. 0. ... 0. 0. 0.]
6257,other_goods,8,7e727554-5175-4950-a967-7c9e2ed1eec5,[0. 0. 0. ... 0. 0. 0.]
6258,video_games_consoles,10,6612cacf-38bc-4d16-b77c-bdd0c08da312,[0.9882353  0.99215686 0.99607843 ... 1.         1.         1.        ]
6259,sports_leisure_travel,0,c1472678-6157-4681-9a18-1c6834bf353c,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
6260,diy_tools_materials,3,165d1bb4-13cd-4a72-9bed-9807af7490b7,[0.00392157 0.01176471 0.02352941 ... 0.02745098 0.01960784 0.01568628]
6261,other_goods,8,49cd02e0-efdd-4732-9dc1-a85952758bd1,[0. 0. 0. ... 0. 0. 0.]
6262,office_furniture_equipment,2,dd58eebc-88ce-4ecc-b98e-0725f8b188d2,[0. 0. 0. ... 0. 0. 0.]
6263,video_games_consoles,10,fe2425ff-ada3-4ee0-8237-f1183aa52703,[0.03921569 0.03137255 0.01568628 ... 0.         0.         0.        ]
6264,health_beauty,4,e4a14db8-e183-4a61-aee1-351465cdad4c,[0.00392157 0.00392157 0.00392157 ... 0.00784314 0.01568628 0.01960784]
6265,diy_tools_materials,3,31be3c22-36a5-4e2a-bd65-3744628bb2a1,[0.01568628 0.01568628 0.01568628 ... 0.         0.         0.        ]
6266,video_games_consoles,10,2b7d6db1-dc5d-4eef-b04b-d07941bf943f,[0.00392157 0.         0.         ... 0.01568628 0.00784314 0.00784314]
6267,health_beauty,4,abdead39-b239-4f25-a643-7818abce5086,[0. 0. 0. ... 0. 0. 0.]
6268,health_beauty,4,71a9650a-a135-49f8-aa70-c5a3034c0a01,[0. 0. 0. ... 0. 0. 0.]
6269,baby_kids_stuff,6,f0b41332-a9f5-4568-94e6-242493d6b24b,[0.01568628 0.01568628 0.01176471 ... 0.00784314 0.         0.        ]
6270,computers_software,11,d7c01ec9-95a9-413b-a6ee-39596738f4e2,[0. 0. 0. ... 0. 0. 0.]
6271,music_films_books_games,7,ea6405f3-f355-4266-aea3-cb53d5a2b4b3,[0. 0. 0. ... 0. 0. 0.]
6272,other_goods,8,282a1031-831a-4324-bee1-5bcec5923415,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
6273,clothes_footwear_accessories,9,bb2cff5e-f36a-4c52-88ff-f23d32cb631a,[0.         0.         0.02745098 ... 0.00784314 0.00784314 0.        ]
6274,office_furniture_equipment,2,f7901af4-a2b0-491d-ad4c-1daf2bde2ea5,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
6275,office_furniture_equipment,2,4d6be577-ac6f-49ad-95e3-dec930aecff0,[0.02745098 0.02352941 0.01176471 ... 0.00784314 0.00784314 0.        ]
6276,home_garden,1,8023f6c3-f99e-4047-b574-6f5785f2038c,[0.00392157 0.         0.         ... 0.00784314 0.00784314 0.00784314]
6277,home_garden,1,4f845a0e-53ac-4e80-bdef-59d60b3c9d14,[0.         0.         0.00392157 ... 0.         0.         0.        ]
6278,health_beauty,4,d27711c6-a796-4fda-87ec-6fe1d48502e4,[0. 0. 0. ... 0. 0. 0.]
6279,music_films_books_games,7,7691e89e-c9aa-4ac6-a97e-8cec12a15f05,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
6280,home_garden,1,e4dac2a2-b4cb-4ff9-9aee-df8cd9407320,[0.         0.         0.02352941 ... 0.         0.         0.00784314]
6281,computers_software,11,3133bc27-c083-414b-be9d-2af87d09bc7d,[0.00392157 0.         0.         ... 0.         0.         0.        ]
6282,computers_software,11,c947c2d0-26b3-4f16-950a-149b9fdba696,[0.         0.         0.         ... 0.00784314 0.00784314 0.        ]
6283,other_goods,8,1d2ecbaa-ba1e-4415-92de-70a4752928df,[0.00392157 0.03529412 0.01568628 ... 0.         0.         0.        ]
6284,computers_software,11,f3c1c112-6577-4021-b0ce-6e4dbb45b3d4,[0. 0. 0. ... 0. 0. 0.]
6285,phones_mobile_phones_telecoms,12,7f825cc7-275e-499c-83f4-c91ba0e400f6,[0.         0.         0.         ... 0.01960784 0.00784314 0.        ]
6286,music_films_books_games,7,31c4472f-accd-40b3-99b0-2ee74c948949,[1. 1. 1. ... 1. 1. 1.]
6287,health_beauty,4,2f746cb8-2fd9-4954-bf04-2aa6d5398f5e,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
6288,music_films_books_games,7,94a7b264-2621-46b1-af64-4978bbf0df45,[0. 0. 0. ... 0. 0. 0.]
6289,sports_leisure_travel,0,1f2e1261-6d22-4b6d-9b98-57870f1edfbc,[0. 0. 0. ... 0. 0. 0.]
6290,computers_software,11,3b7c9b37-a3cb-474b-8310-d4588fff2d69,[0.         0.00784314 0.         ... 0.         0.00784314 0.00784314]
6291,music_films_books_games,7,9e91d6ab-6748-4ec5-82fb-40b2067c142d,[0.01568628 0.01176471 0.         ... 0.         0.         0.        ]
6292,other_goods,8,c601ff68-8fff-4e12-9a0d-e9f7423f70d3,[0.00392157 0.         0.         ... 0.00784314 0.         0.        ]
6293,computers_software,11,8c7e25e2-dcbf-400d-a436-72b0b910d31d,[0.00392157 0.         0.         ... 0.         0.         0.01960784]
6294,appliances,5,1ee986df-8688-4803-b8ca-ea36798e221c,[0.         0.         0.         ... 0.         0.00784314 0.01568628]
6295,diy_tools_materials,3,41c33368-358e-4c2f-9e89-1b8ea226cedc,[0. 0. 0. ... 0. 0. 0.]
6296,other_goods,8,c180bc17-34dc-4903-90ff-22954cd11a97,[0.01568628 0.01568628 0.01568628 ... 0.         0.         0.        ]
6297,health_beauty,4,cf85dedd-622b-4695-befb-3113c3adca80,[0. 0. 0. ... 0. 0. 0.]
6298,home_garden,1,a88b690a-dcf1-4a05-bb46-cb3c8498388d,[0.00392157 0.         0.         ... 0.         0.         0.        ]
6299,video_games_consoles,10,9e6cee11-580c-403e-9aac-fb2bc0c67c48,[0.02352941 0.02352941 0.02352941 ... 0.         0.         0.        ]
6300,office_furniture_equipment,2,5d04688d-2890-476d-a8bd-8c3b4148198e,[0.01176471 0.00392157 0.         ... 0.01568628 0.         0.        ]
6301,home_garden,1,297625de-8103-48e7-8c87-3db246c9756d,[0. 0. 0. ... 0. 0. 0.]
6302,diy_tools_materials,3,c0c21f23-906c-4784-bb05-46c022b1fcdc,[0.01568628 0.01176471 0.00392157 ... 0.         0.         0.        ]
6303,diy_tools_materials,3,c259ddf3-0e4f-45e2-b1ac-e5433377e872,[0. 0. 0. ... 0. 0. 0.]
6304,music_films_books_games,7,b0c65aa9-2cf2-4472-8290-cd6f19c26c58,[0.         0.         0.00392157 ... 0.         0.         0.        ]
6305,other_goods,8,2828ce60-ebba-487a-a936-03c10398e775,[0. 0. 0. ... 0. 0. 0.]
6306,baby_kids_stuff,6,c2f736b7-eb7a-46c3-9f01-6fa0d446b3b7,[0. 0. 0. ... 0. 0. 0.]
6307,diy_tools_materials,3,22cb20b7-5c42-4125-9faa-decb39e0a106,[0. 0. 0. ... 0. 0. 0.]
6308,office_furniture_equipment,2,71fb8b25-d3a5-419e-aedc-1023e9ebade2,[0. 0. 0. ... 0. 0. 0.]
6309,sports_leisure_travel,0,a47528cd-d362-44f9-8366-a192d3a0f477,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
6310,music_films_books_games,7,f9f5f4fa-3489-45e0-8a7a-b53ecf976292,[0. 0. 0. ... 0. 0. 0.]
6311,video_games_consoles,10,b2a9af18-e5ed-4575-be2c-ff4a688cde51,[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
6312,music_films_books_games,7,b6f0dfa7-1615-4a1f-943c-38bce31757ab,[0. 0. 0. ... 0. 0. 0.]
6313,sports_leisure_travel,0,cebca8b1-95b4-4d58-a303-c173de859d86,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
6314,other_goods,8,647be57e-b62e-4785-8495-988c0df9162a,[1. 1. 1. ... 1. 1. 1.]
6315,appliances,5,5e54191a-bd01-4f2d-9529-fa269d182d48,[1. 1. 1. ... 1. 1. 1.]
6316,music_films_books_games,7,560d9e82-3ac0-476e-9d38-b2b0b32264cf,[0. 0. 0. ... 0. 0. 0.]
6317,appliances,5,1caf2fa7-b3d0-4cdd-87dd-03f81218bf0d,[0. 0. 0. ... 0. 0. 0.]
6318,baby_kids_stuff,6,5d5f7817-7c48-4152-a21a-4ee2f083c8b5,[0.         0.         0.         ... 0.00784314 0.         0.        ]
6319,appliances,5,79acf888-c457-4f1e-a460-7c54fbcc342d,[0. 0. 0. ... 0. 0. 0.]
6320,health_beauty,4,9f7ede02-4b90-4669-8ec7-796f78646c22,[0. 0. 0. ... 0. 0. 0.]
6321,sports_leisure_travel,0,a222bf9f-94a3-479a-afb3-c4fed5d4fa0f,[0.04313726 0.02745098 0.         ... 0.00784314 0.00784314 0.00784314]
6322,health_beauty,4,a054fcc0-4601-42d4-b330-717fb23ec255,[0.99215686 0.99607843 1.         ... 0.9882353  0.9764706  0.972549  ]
6323,computers_software,11,57fa2b32-e30b-4a14-b151-70ca3f68bbef,[0.         0.         0.         ... 0.01568628 0.01568628 0.01568628]
6324,diy_tools_materials,3,c3d9adc1-6030-47cd-85ec-ec904f7778ce,[0. 0. 0. ... 0. 0. 0.]
6325,appliances,5,35db948b-1bb8-4469-8529-b1091b7ce86e,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
6326,office_furniture_equipment,2,56c6c824-9bba-4dfc-96c8-8c13edd01def,[0. 0. 0. ... 0. 0. 0.]
6327,home_garden,1,2952e0bc-b273-4306-b6e0-31e1ee2d381e,[0.01960784 0.01960784 0.01568628 ... 0.00784314 0.00784314 0.00784314]
6328,phones_mobile_phones_telecoms,12,7a24a045-297b-4b25-a778-a3c4e6fa73f0,[0. 0. 0. ... 0. 0. 0.]
6329,sports_leisure_travel,0,d7f21d4f-1737-46ce-8ad5-b6cc13e4c661,[0. 0. 0. ... 0. 0. 0.]
6330,home_garden,1,409df1da-8c55-415c-b6d5-63c8960c61ac,[0.00392157 0.         0.         ... 0.01960784 0.01960784 0.01960784]
6331,sports_leisure_travel,0,be3d2545-1b88-443b-9217-2694133da237,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
6332,diy_tools_materials,3,6f2dc424-d232-4f98-8627-cdb71cbcce2a,[0.99607843 0.99215686 1.         ... 1.         1.         0.99215686]
6333,health_beauty,4,40b95091-bcb7-4895-b48b-624dd8ffe38f,[0. 0. 0. ... 0. 0. 0.]
6334,phones_mobile_phones_telecoms,12,7cf3c8c5-aa06-4cc1-85c0-df48a5a75537,[0. 0. 0. ... 0. 0. 0.]
6335,appliances,5,a33fce35-5bed-4683-b66d-4c62a4872521,[0. 0. 0. ... 0. 0. 0.]
6336,phones_mobile_phones_telecoms,12,51adf5ef-7e24-4e81-af9f-0a19b60d5664,[0.         0.         0.         ... 0.00784314 0.01568628 0.01568628]
6337,clothes_footwear_accessories,9,cc1b3723-0a54-454c-bc84-fc9ac92d704e,[0. 0. 0. ... 0. 0. 0.]
6338,office_furniture_equipment,2,34ff6e1d-927a-45e1-aabb-7cdb9c52f285,[0.01176471 0.01176471 0.00392157 ... 0.         0.         0.        ]
6339,office_furniture_equipment,2,5fbe10cc-c842-47df-9501-cf84c0d1c52b,[0. 0. 0. ... 0. 0. 0.]
6340,phones_mobile_phones_telecoms,12,46a50291-9bd7-45d7-9926-a9b66a8787f3,[0.         0.         0.         ... 0.01960784 0.01960784 0.01960784]
6341,sports_leisure_travel,0,ce4b5db7-43cb-46cd-b107-8cd8bcf6ff44,[0.         0.         0.         ... 0.01176471 0.01176471 0.01568628]
6342,other_goods,8,7b606b2d-845c-4f41-9bb4-f3d98ee4ba10,[0.03137255 0.03137255 0.03137255 ... 0.02745098 0.02745098 0.02745098]
6343,other_goods,8,f1d01130-dc5c-4b2e-941b-b0aaabc83eff,[0.00392157 0.00392157 0.         ... 0.02745098 0.00784314 0.        ]
6344,computers_software,11,e02bd7ea-fc73-4cee-b033-d1da7e31c61d,[0. 0. 0. ... 0. 0. 0.]
6345,clothes_footwear_accessories,9,89c1ccff-e932-4c3b-b70e-b47695103281,[0. 0. 0. ... 0. 0. 0.]
6346,health_beauty,4,b07e18c5-3a3d-40f6-9e9a-21285237a215,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
6347,computers_software,11,d9f1add6-612c-4595-8b1d-2a64c533dce3,[0. 0. 0. ... 0. 0. 0.]
6348,phones_mobile_phones_telecoms,12,8b082b58-514b-4cb5-ac5c-4fa7c88a6534,[0.         0.         0.         ... 0.00784314 0.         0.        ]
6349,appliances,5,4fafa22c-112b-497e-a224-8a805460f989,[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
6350,clothes_footwear_accessories,9,953e8a9e-f2df-47ed-9f65-344a288e95a6,[0.00392157 0.00392157 0.         ... 0.         0.         0.        ]
6351,appliances,5,f84ae7aa-0251-4848-8ef4-8caca76a94ab,[0.00392157 0.00392157 0.00392157 ... 0.00784314 0.01568628 0.01568628]
6352,office_furniture_equipment,2,2cc6c115-bcf8-4f45-b071-ca4843e9e4b5,[0.         0.         0.         ... 0.00784314 0.         0.        ]
6353,video_games_consoles,10,24e48dd0-3cad-45ac-af5d-c3c4d8c5d3ff,[0. 0. 0. ... 0. 0. 0.]
6354,baby_kids_stuff,6,b7c0d20d-411f-47e0-85f0-54d9c3e8c0c2,[0. 0. 0. ... 0. 0. 0.]
6355,phones_mobile_phones_telecoms,12,0ab09663-869c-4e5d-a3f4-a1d44014af3e,[0.00392157 0.00392157 0.00392157 ... 0.01568628 0.01568628 0.01568628]
6356,diy_tools_materials,3,5b5b4f0b-edcf-4bc7-9b91-0b42dac05e60,[0.02745098 0.02745098 0.02745098 ... 0.00784314 0.00784314 0.00784314]
6357,computers_software,11,1dae10fb-379f-42ed-b0ea-de2dabdfbc7e,[0.         0.         0.         ... 0.         0.00784314 0.01568628]
6358,baby_kids_stuff,6,f9ea8b2c-d262-489a-8da9-1258b6d02939,[0. 0. 0. ... 0. 0. 0.]
6359,other_goods,8,140829fd-0395-4e83-b944-809faabb4f39,[0.04705882 0.03137255 0.02352941 ... 0.         0.00392157 0.        ]
6360,diy_tools_materials,3,bf23f42a-9c32-4dff-ac5c-21ebe29b2a31,[0. 0. 0. ... 0. 0. 0.]
6361,computers_software,11,92d61985-6cce-415e-a164-498301016bf2,[0.03137255 0.02352941 0.01176471 ... 0.         0.         0.        ]
6362,appliances,5,b5c9388b-e28d-480e-9e47-9ec941b6d74c,[0.00392157 0.         0.         ... 0.         0.         0.        ]
6363,video_games_consoles,10,2b18cbc3-4c17-4161-912d-66ae44e84727,[0. 0. 0. ... 0. 0. 0.]
6364,computers_software,11,d24a61ac-1b9f-469b-ae84-d309209e418f,[0.         0.         0.         ... 0.02745098 0.02745098 0.02745098]
6365,home_garden,1,566bc4d4-50e7-425f-8209-842753a63fe7,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
6366,other_goods,8,15517c0c-b163-425c-9792-37378a07b56b,[0.01568628 0.01176471 0.         ... 0.00784314 0.01568628 0.01568628]
6367,phones_mobile_phones_telecoms,12,cd0618e1-9c5c-494a-a7db-a3a316d67123,[0.05490196 0.02745098 0.         ... 0.03137255 0.03529412 0.02745098]
6368,appliances,5,8af29628-24e2-4b90-969b-c266520f3707,[0. 0. 0. ... 0. 0. 0.]
6369,other_goods,8,0c0ec148-e6d7-418f-a48c-45d7f3b06dcc,[0.01568628 0.01176471 0.01176471 ... 0.         0.         0.        ]
6370,computers_software,11,b9285da6-8519-43ac-9fb6-5bb95e559936,[0. 0. 0. ... 0. 0. 0.]
6371,clothes_footwear_accessories,9,26bfb5bc-80da-49d5-bcce-57bb1475a5c0,[0. 0. 0. ... 0. 0. 0.]
6372,sports_leisure_travel,0,6306a36b-50b0-4bf9-a391-0651e1e54559,[0.01568628 0.01568628 0.01568628 ... 0.         0.         0.        ]
6373,office_furniture_equipment,2,681c55a9-b176-45f9-861f-4983f223cb49,[0.02352941 0.01568628 0.01568628 ... 0.00784314 0.         0.        ]
6374,computers_software,11,6be2c94e-29a1-4c22-a1bf-5b70ce080a60,[0.99607843 0.99607843 0.99607843 ... 1.         1.         1.        ]
6375,phones_mobile_phones_telecoms,12,046aab0b-8161-4be2-8cb3-e25719f44fd8,[0.01176471 0.01176471 0.00392157 ... 0.00784314 0.00784314 0.00784314]
6376,computers_software,11,ec4cca64-2620-4ae2-9115-8b80c23012f9,[0.         0.         0.         ... 0.00784314 0.         0.        ]
6377,video_games_consoles,10,ba85d05d-39f9-4b6c-b1de-214223cfdb42,[0. 0. 0. ... 0. 0. 0.]
6378,sports_leisure_travel,0,2bde22e2-cdc6-48ac-b8ce-531e7b3a6caf,[0. 0. 0. ... 0. 0. 0.]
6379,home_garden,1,002432ba-3741-455a-a06c-f07393cd9a9e,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
6380,music_films_books_games,7,f97679fc-0260-476a-a61c-1596cd90cae1,[0. 0. 0. ... 0. 0. 0.]
6381,phones_mobile_phones_telecoms,12,568426c1-22f8-4774-b63b-27d3238ab389,[0. 0. 0. ... 0. 0. 0.]
6382,phones_mobile_phones_telecoms,12,424399c8-97de-43b9-ada7-9ec01f199d88,[0.         0.         0.         ... 0.00784314 0.00784314 0.        ]
6383,home_garden,1,f17052ca-e803-46f4-90e0-02503a94a462,[0.01568628 0.01176471 0.00392157 ... 0.         0.         0.        ]
6384,office_furniture_equipment,2,582e6b62-1c5c-408b-a8cf-e67408c1d562,[0. 0. 0. ... 0. 0. 0.]
6385,other_goods,8,3e4d5283-4506-46fe-8a18-a9c628e5d86e,[0.         0.         0.00392157 ... 0.00784314 0.01568628 0.01568628]
6386,phones_mobile_phones_telecoms,12,ef52513e-3101-48e6-af9f-4949baf77916,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
6387,sports_leisure_travel,0,116341df-e725-4cff-80ea-da2eb517377d,[0.00392157 0.00392157 0.00392157 ... 0.01568628 0.01568628 0.00784314]
6388,diy_tools_materials,3,3c21d959-629e-4323-b018-f6198fb9835b,[0.01568628 0.01176471 0.00392157 ... 0.00784314 0.         0.        ]
6389,appliances,5,b5df3ecc-9d9b-4706-8c27-c8f75bde5026,[0.         0.         0.00392157 ... 0.         0.         0.        ]
6390,music_films_books_games,7,1bbe1042-8cd9-480e-8b4f-e4aaafe70745,[0.         0.         0.         ... 0.00784314 0.         0.        ]
6391,phones_mobile_phones_telecoms,12,474e951f-0adc-4a59-aeee-6dd30fe03471,[0. 0. 0. ... 0. 0. 0.]
6392,office_furniture_equipment,2,fbeefbb0-3bc7-4a03-ac26-b972067c9363,[0.99215686 0.99607843 1.         ... 0.9882353  0.9843137  0.9843137 ]
6393,other_goods,8,a2bb0f60-fd13-4e0e-b493-6f7f7d4eaf1b,[0.         0.         0.         ... 0.01568628 0.01568628 0.01568628]
6394,music_films_books_games,7,b3b1e7a1-3211-4622-b811-f748a985bbc4,[0. 0. 0. ... 0. 0. 0.]
6395,home_garden,1,27ed8c97-6cae-4d5e-a64f-c715d358e637,[0.01176471 0.01176471 0.00392157 ... 0.         0.         0.        ]
6396,diy_tools_materials,3,f8dae7e5-67ae-480a-aa90-80b25b804385,[1.         0.99215686 0.98039216 ... 0.8784314  0.9137255  0.9254902 ]
6397,diy_tools_materials,3,b4a0b843-1124-49c5-ac80-88376df88fb3,[0. 0. 0. ... 0. 0. 0.]
6398,video_games_consoles,10,21abea24-8ae4-491e-b257-26be25f8cd93,[0.00392157 0.         0.         ... 0.         0.         0.        ]
6399,music_films_books_games,7,c4790ea8-908c-44b4-a400-5a5931a0c23a,[0.00392157 0.00392157 0.00392157 ... 0.01176471 0.00784314 0.00784314]
6400,appliances,5,6c0da6b0-831b-423c-8aed-7439ce06b00e,[0. 0. 0. ... 0. 0. 0.]
6401,video_games_consoles,10,95537e1c-c1bb-4ecb-bc27-28f679d19ad7,[0.01568628 0.01568628 0.01176471 ... 0.         0.         0.        ]
6402,appliances,5,c6769d0a-b042-462b-ad63-dad0ebaf08b4,[0. 0. 0. ... 0. 0. 0.]
6403,diy_tools_materials,3,b378ea56-ddbf-4d9b-9267-d21b63af4f36,[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
6404,music_films_books_games,7,27a0e958-3c3b-43f7-98b3-9be5fb0f6706,[0.99215686 1.         0.96862745 ... 0.99215686 1.         0.99215686]
6405,health_beauty,4,278afc40-41b6-40b9-8f5b-f4c789a69d92,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
6406,home_garden,1,d9cb3fd0-ddd3-4f7c-b5f6-98f5eecc5c42,[0. 0. 0. ... 0. 0. 0.]
6407,home_garden,1,8be10176-418d-4e0a-8319-f5e6e4fe7fc2,[0.6745098 0.6745098 0.6745098 ... 0.5647059 0.5647059 0.       ]
6408,appliances,5,1994c4f4-e853-42cf-a9ab-763c0767b0c1,[0.00392157 0.         0.         ... 0.         0.01568628 0.02745098]
6409,diy_tools_materials,3,09a8d6f6-303c-4716-81a4-f726e71d1a57,[0. 0. 0. ... 0. 0. 0.]
6410,baby_kids_stuff,6,a2cdd2a4-3e74-4f31-ad08-34e438bc934c,[0.01176471 0.00392157 0.         ... 0.00784314 0.         0.        ]
6411,video_games_consoles,10,ef0a0e39-6b7e-4e8a-80f0-18d6cd2e2ba8,[0.         0.         0.         ... 0.00784314 0.00392157 0.00392157]
6412,music_films_books_games,7,05073f5c-43c6-4962-8965-67acb984102b,[0. 0. 0. ... 0. 0. 0.]
6413,computers_software,11,da81a22c-34b3-4b8d-b3a8-89906b4d3242,[0.02352941 0.02352941 0.01568628 ... 0.         0.         0.        ]
6414,sports_leisure_travel,0,453f9c88-e00b-452b-bf68-b2273bbc8101,[0. 0. 0. ... 0. 0. 0.]
6415,baby_kids_stuff,6,b6f5314a-0e61-47c0-b9c8-fb934e319436,[0. 0. 0. ... 0. 0. 0.]
6416,music_films_books_games,7,d4e69c5e-c2d6-44a6-b053-bfaa5cdf6daa,[0.         0.         0.         ... 0.00784314 0.         0.        ]
6417,music_films_books_games,7,6d4b55c0-84f0-447b-a1e4-0a41ce4c895f,[0.00392157 0.00392157 0.         ... 0.00784314 0.         0.        ]
6418,health_beauty,4,f1f970dd-f147-44ed-90c5-f4eab4ac3f22,[0.99215686 1.         1.         ... 1.         1.         0.99607843]
6419,home_garden,1,3a63067c-36bc-4914-900a-edc7a17ba3c9,[0.         0.         0.         ... 0.04705882 0.04313726 0.04313726]
6420,office_furniture_equipment,2,5aedb53a-e801-4dec-ac92-d1bde86f93ec,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
6421,clothes_footwear_accessories,9,e89b4cd9-a10e-4113-a552-1ae58a5e74cf,[0.         0.         0.         ... 0.00784314 0.01568628 0.01568628]
6422,sports_leisure_travel,0,84182fcc-0c5a-47ec-aa7a-638b99f6c738,[0.01176471 0.01176471 0.00392157 ... 0.         0.00784314 0.00784314]
6423,appliances,5,65cc3641-f341-4d97-9338-201201c44889,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
6424,appliances,5,c6144535-5b20-4648-9c18-c82619e33849,[0.         0.         0.         ... 0.00784314 0.00784314 0.00784314]
6425,home_garden,1,8721f811-e60f-40d5-9c81-ffb0dab4823d,[0.03137255 0.         0.04705882 ... 0.00784314 0.03529412 0.02745098]
6426,music_films_books_games,7,656eccff-61ab-4922-83c7-4abe51b2a859,[0.02352941 0.01568628 0.00392157 ... 0.         0.00784314 0.00784314]
6427,clothes_footwear_accessories,9,d51a8a7d-8a76-4227-935e-668c4da923ef,[0.         0.         0.         ... 0.00784314 0.         0.        ]
6428,office_furniture_equipment,2,7d2fa0a0-9e3c-4c4d-a5fc-3f8392f665ea,[0.00392157 0.         0.         ... 0.         0.         0.        ]
6429,baby_kids_stuff,6,03fd8c32-bc1d-4cde-97bb-605f9c443fad,[0.01568628 0.01176471 0.         ... 0.         0.         0.        ]
6430,home_garden,1,ee140317-c40e-48a4-9be8-6342a859e5bf,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
6431,home_garden,1,e1d46282-9cb3-42fb-8b5e-a51fb01102d8,[0. 0. 0. ... 0. 0. 0.]
6432,other_goods,8,f26e3ef1-75fa-463d-8067-44fde1a74376,[0. 0. 0. ... 0. 0. 0.]
6433,music_films_books_games,7,d01aa40e-c781-4e1d-a1c3-d6bbff2e02c9,[0.00392157 0.00392157 0.00392157 ... 0.         0.         0.        ]
6434,phones_mobile_phones_telecoms,12,2ee477c6-10ae-419f-b34b-155379d50eac,[0.99215686 0.99215686 0.99215686 ... 0.99215686 0.99215686 0.99215686]
6435,other_goods,8,c57ce512-a7f1-47f7-a46b-b40d069571fe,[0. 0. 0. ... 0. 0. 0.]
6436,diy_tools_materials,3,fd2c25bd-fce9-4c06-8502-55aeb598f88d,[0.         0.         0.00392157 ... 0.         0.         0.        ]
6437,video_games_consoles,10,a7857ae3-cfdc-4c25-abb8-af9889b91d64,[0.01176471 0.01176471 0.00392157 ... 0.         0.         0.        ]
6438,other_goods,8,203a02fa-9017-48cc-a632-4d9d19f08b67,[0.         0.         0.         ... 0.01960784 0.01960784 0.01568628]
6439,home_garden,1,650b0702-9e10-4808-89ce-13a5a11866da,[0.         0.         0.00392157 ... 0.         0.00784314 0.01960784]
6440,appliances,5,21b226b6-fa10-45d8-aa81-41a41edbec37,[0. 0. 0. ... 0. 0. 0.]
6441,video_games_consoles,10,a43caa66-bbb5-48fe-9a0e-4876d9d7243b,[0. 0. 0. ... 0. 0. 0.]
6442,video_games_consoles,10,39c06253-36e8-4372-88a8-cfb25c6a624f,[0.02352941 0.02352941 0.02352941 ... 0.01568628 0.01568628 0.01568628]
6443,phones_mobile_phones_telecoms,12,0632e561-0d93-4ee7-ae9a-89e29edb6ab9,[0.05490196 0.08627451 0.06666667 ... 0.         0.03921569 0.00784314]
6444,health_beauty,4,7916e6c0-24c9-45c4-8cdc-4a0434a77963,[0.02745098 0.02352941 0.02352941 ... 0.         0.         0.        ]
